frame_id,obj_id,obj_cls,x_center,y_center,z_center,bbox_x,bbox_y,bbox_z,vel_x,vel_y,acc_inv,obj_type
0,5935,van,13.978166512712448,22.719368936784775,-2.888627290725708,4.4804368019104,2.069315195083618,2.0377919673919678,0.004710792540088486,-1.2477725235377206,0,negligible
0,5951,van,13.78147749123346,-24.034179460683106,-2.9488481283187866,4.4804368019104,2.069315195083618,2.0377919673919678,0.0045257795900387225,-1.2720193672974607,0,negligible
0,5938,car,-21.81635934784407,-0.0009463009043884085,-3.1896037459373474,4.513522624969482,2.006814479827881,1.5248334407806396,-0.02916139197773368,2.0360657815495875,0,negligible
0,5942,van,68.35993711638554,-3.1052325607826674,-2.704558491706848,5.91519021987915,1.9884328842163086,2.560655355453491,-0.020516495363615675,1.6301540291167798,0,negligible
0,5940,car,43.02705692924934,-3.1004691982544443,-2.72122323513031,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.00915431538394863,0.7599635260771603,0,negligible
0,5941,car,57.21431835354781,-3.1002102223355905,-2.9442073106765747,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.008844448945891304,0.8593784151580045,0,negligible
0,5948,car,-9.324934779373677,-3.100202933630186,-2.9359461069107056,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.009570840298747066,0.9420056707554487,0,negligible
0,5950,car,13.721275601540583,-41.46417276582733,-3.0458478927612305,4.6045098304748535,1.9315929412841797,1.8548461198806763,0.12318885446191358,-0.7750448725767751,0,negligible
0,5943,car,79.12373504381253,-3.0999334168689927,-3.2457099556922913,3.805800199508667,1.970275640487671,1.4750301837921143,-0.02629288037020646,2.2177966372716593,0,negligible
0,5934,car,10.611245504207034,-40.764117630622124,-3.261891186237335,4.673638820648193,1.8118125200271606,1.441947340965271,0.007011431330541288,-2.426605634840185,0,negligible
0,5939,car,33.05044421492727,-3.1009495872627895,-2.7388163805007935,3.866220712661743,1.9051965475082397,1.8779358863830566,-0.029655393962836313,2.329734008849038,0,negligible
0,5944,car,12.611947594110433,-50.541264170351724,-3.1937583684921265,5.365678787231445,1.8007241487503052,1.5749659538269043,-4.836466316393788e-08,3.855452244212573e-08,0,negligible
0,5946,car,-30.591561811400936,-3.127535541635723,-3.29359894990921,2.2072951793670654,1.4809197187423706,1.3760247230529785,-0.17696065631037453,2.167783253234561,0,negligible
0,5949,car,0.783342562435962,-3.100321286705025,-2.971731424331665,4.855708599090576,2.0327565670013428,1.6493593454360962,-0.04566301095140038,3.690605738544499,0,negligible
0,5936,truck,14.027944034773327,33.84919327405413,-2.7626760005950928,6.36564302444458,2.3511743545532227,2.431375741958618,-5.098768679196871e-09,3.8936737042561334e-06,0,negligible
0,5945,car,33.94847224364969,-0.0006625839704383907,-2.653418779373169,5.565828800201416,2.1499669551849365,2.045147180557251,-0.013482226579508056,0.9735625769535896,0,negligible
0,5937,car,-11.429408993587174,-3.466583109457133e-05,-3.135948359966278,4.901683330535889,2.128324270248413,1.5107464790344238,-0.024622760000096073,2.009309333126122,0,negligible
0,5947,motorcycle,-20.79045517072285,-3.100295245010841,-3.1814266443252563,2.0333523750305176,0.8025798797607422,1.4992752075195312,1.023876251119706e-06,5.2321809595031635e-06,0,negligible
1,5935,van,13.977735017167447,22.585102405942536,-2.8871028423309326,4.4804368019104,2.069315195083618,2.0377919673919678,0.004850691118549404,-1.4679679360721785,0,negligible
1,5951,van,13.78087641077289,-24.173372904024575,-2.949303984642029,4.4804368019104,2.069315195083618,2.0377919673919678,0.005062635799874091,-1.517762530977902,0,negligible
1,5938,car,-21.596464172244907,-0.00092213940399688,-3.188564956188202,4.513522624969482,2.006814479827881,1.5248334407806396,-0.03261555008961912,2.299220810910659,0,negligible
1,5942,van,68.18217882809353,-3.1052115367263013,-2.703824043273926,5.91519021987915,1.9884328842163086,2.560655355453491,-0.023910844098369542,1.8817793213713359,0,negligible
1,5940,car,42.94576013015603,-3.100610448924101,-2.7202612161636353,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.010763388575433694,0.8869212640273884,0,negligible
1,5941,car,57.12538103943291,-3.1001990143005287,-2.9437187910079956,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.010344607577579958,0.986015583949847,0,negligible
1,5948,car,-9.421150968448842,-3.1001046334579314,-2.93717360496521,4.6045098304748535,1.9315929412841797,1.8548461198806763,-0.011187295090918141,0.9976320889131977,0,negligible
1,5950,car,13.732033212257903,-41.56178923157108,-3.0467217564582825,4.6045098304748535,1.9315929412841797,1.8548461198806763,0.19290949449251735,-1.1669969186549574,0,negligible
1,5943,car,78.88093514443074,-3.0999276801933604,-3.245706796646118,3.805800199508667,1.970275640487671,1.4750301837921143,-0.030653898606112628,2.5855415024188693,0,negligible
1,5934,car,10.612511086569498,-40.49127083961581,-3.261866331100464,4.673638820648193,1.8118125200271606,1.441947340965271,0.007932279027910839,-3.0037856224019057,0,negligible
1,5939,car,32.794929420057485,-3.100990094621011,-2.7416603565216064,3.866220712661743,1.9051965475082397,1.8779358863830566,-0.03373890731556288,2.7579584221892586,0,negligible
