frame_id,obj_id,obj_cls,x_center,y_center,z_center,bbox_x,bbox_y,bbox_z,vel_x,vel_y,acc_inv,obj_type
0,3370,van,12.38738562767179,-80.77283733557267,-2.8393592834472656,4.4804368019104,2.069315195083618,2.0377919673919678,-1.239711241576008,0.007621368620420852,0,negligible
0,3376,car,16.05110061723721,-50.15518262968825,-3.0924468636512756,4.513522624969482,2.006814479827881,1.5248334407806396,-2.099094939169691,0.01682697679788868,0,negligible
0,3366,van,16.7659366279716,86.5401197189862,-2.5870614051818848,5.91519021987915,1.9884328842163086,2.560655355453491,-1.6277750532659996,-0.04663400057950094,0,negligible
0,3371,car,13.106132139182279,52.95483164988265,-3.1179926991462708,4.1928300857543945,1.8161858320236206,1.4738311767578125,-1.5340932255726727,0.008509294558409668,0,negligible
0,3343,car,16.60235197003996,52.35148285659022,-3.091714560985565,3.633375883102417,1.845113754272461,1.5012825727462769,-1.5487930678928328,0.009781778167234257,0,ego
0,3368,car,12.504660839275914,-58.670726934778,-3.116885781288147,3.805800199508667,1.970275640487671,1.4750301837921143,-1.4006395570414458,0.010438560829834034,0,negligible
0,3377,car,16.146522637201258,-32.64016721634325,-3.0862399339675903,4.974244117736816,2.0384011268615723,1.5421181917190552,-3.0294610645559934,0.016361872344465893,0,negligible
0,3367,car,15.31636011015388,97.51116625601358,-2.805491089820862,6.273553371429443,2.3895740509033203,2.098191261291504,-1.6189447262352865,-0.7192433533186561,0,negligible
0,3342,truck,12.559360920141756,-48.96015021654202,-2.6319615840911865,5.203838348388672,2.6269896030426025,2.467444658279419,-1.4049403713582507,0.0019467477444067242,0,other
0,3375,car,-6.246921161852441,-3.5000086307640714,-3.192853569984436,2.2072951793670654,1.4809197187423706,1.3760247230529785,2.1427001664402296,0.009972867526317937,0,negligible
0,3341,car,-11.747785678498175,-0.0003780845242005171,-3.042698323726654,4.611005783081055,2.241713285446167,1.6672759056091309,1.0611958233847072,0.003811662706902912,0,negligible
0,3364,car,16.648102511624728,61.04221472249704,-3.1709150075912476,4.181210041046143,1.9941171407699585,1.385296106338501,-0.21330038985728136,0.001345236954691563,0,negligible
0,3374,truck,-19.711525611962017,-3.5019408006460893,-2.6633087396621704,6.36564302444458,2.3511743545532227,2.431375741958618,-2.6574031848100793e-09,2.1925398420877125e-09,0,negligible
0,3365,car,16.72494701593598,75.37103244395828,-2.8332300186157227,5.565828800201416,2.1499669551849365,2.045147180557251,-1.0803793348368986,0.008524284709606018,0,negligible
0,3373,car,12.948276887318713,23.830874829713743,-3.0344784259796143,5.237514495849609,1.9297595024108887,1.638383150100708,-2.766664720605465,0.01744543096016399,0,negligible
0,3372,motorcycle,13.015373485674132,36.302333789208376,-3.0441665649414062,1.8046669960021973,0.85568767786026,1.615870475769043,1.7295081685011535e-08,3.749032018194518e-08,0,negligible
0,3369,motorcycle,12.442258046527229,-70.00202442647705,-3.0570324063301086,2.3557403087615967,0.7636788487434387,1.6068251132965088,6.107935326600756e-09,1.3898260479261958e-08,0,negligible
0,3356,pedestrian,-30.83338087812517,-12.95675095148533,-3.2194053530693054,0.3753577768802643,0.3753577768802643,1.2999999523162842,1.0449266581461627,0.0019369774174677816,0,negligible
0,3344,pedestrian,-26.424921104016676,-6.983757182174159,-3.3075082898139954,0.5,0.5,1.100000023841858,-0.8479731981067019,-0.11620408981936681,0,negligible
0,3362,pedestrian,21.816993632164838,-22.681026081156006,-3.128714442253113,0.5,0.5,1.100000023841858,-0.5991823851646275,-1.2028062273510691,0,negligible
0,3350,pedestrian,23.913904891899193,-20.244414998355616,-2.7485111951828003,0.3753577768802643,0.3753577768802643,1.8600000143051147,-1.7249068010955757,-0.009254781063022523,0,negligible
